gameid,date,home,away,competition,name,odds,is_cashoutable
3002071440,2023-10-22T00:05:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Acima de 6.5,1.48,False
3002071440,2023-10-22T00:05:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Abaixo de 6.5,2.5,False
3002071440,2023-10-22T00:05:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Acima de 7.5,1.78,False
3002071440,2023-10-22T00:05:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Abaixo de 7.5,1.95,False
3002071440,2023-10-22T00:05:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Acima de 8.5,2.05,False
3002071440,2023-10-22T00:05:00Z,ARI Diamondbacks,PHI Phillies,EUA - MLB,Abaixo de 8.5,1.7,False
3002079796,2023-10-23T00:05:00Z,HOU Astros,TEX Rangers,EUA - MLB,Acima de 6.5,1.38,False
3002079796,2023-10-23T00:05:00Z,HOU Astros,TEX Rangers,EUA - MLB,Abaixo de 6.5,3.0,False
3002079796,2023-10-23T00:05:00Z,HOU Astros,TEX Rangers,EUA - MLB,Acima de 7.5,1.62,False
3002079796,2023-10-23T00:05:00Z,HOU Astros,TEX Rangers,EUA - MLB,Abaixo de 7.5,2.25,False
3002079796,2023-10-23T00:05:00Z,HOU Astros,TEX Rangers,EUA - MLB,Acima de 8.5,1.85,False
3002079796,2023-10-23T00:05:00Z,HOU Astros,TEX Rangers,EUA - MLB,Abaixo de 8.5,1.9,False
3002079796,2023-10-23T00:05:00Z,HOU Astros,TEX Rangers,EUA - MLB,Acima de 9.5,2.3,False
3002079796,2023-10-23T00:05:00Z,HOU Astros,TEX Rangers,EUA - MLB,Abaixo de 9.5,1.6,False
3002079796,2023-10-23T00:05:00Z,HOU Astros,TEX Rangers,EUA - MLB,Acima de 10.5,2.75,False
3002079796,2023-10-23T00:05:00Z,HOU Astros,TEX Rangers,EUA - MLB,Abaixo de 10.5,1.45,False
